,,
품명,현재고,소매가
테이프청왕특대50*25M*40개 ,184,"3,000"
테이프청특대25mm2/1 ,38,"2,000"
테이프커버링150*30개 ,118,"4,500"
테이프커버링200*20개 ,98,"6,000"
테이프커버링240* ,38,"7,500"
테이프커버링40*60개 ,98,"2,000"
테이프커버링65*50개 ,149,"2,500"
테이프커버링90*50개 ,61,"3,000"
테이프컷터기*삼호 ,50,"2,000"
테이프컷터기KM830A*광명 ,73,"5,000"
테이프투명대*50개영진 ,952,"1,500"
테이프투명소 ,90,"1,000"
테이프흑색 ,-3,"1,300"
테크론벽지단열재1*25미터 ,1,"162,000"
테프론 ,"8,490",350
테프론*대우 ,9,"30,000"
테프론*대한고밀도 ,16,"1,300"
텍스12T마이톤12T*KCC*18장 ,54,"47,000"
텍스9.5석고텍스9.5T*kcc*18장 ,,"27,000"
텍스9.5집텍스*9.5T크나우프18장 ,57,"28,000"
텍스피스양날3*16양날*1000개 ,7,"9,000"
텍스피스양날3*21양날*1000개 ,11,"12,000"
텍스피스외날3*16외날*1000개 ,3,"9,000"
텍스피스외날3*21외날*1000개 ,3,"10,000"
토공지주포스트바42*1500 ,33,"8,000"
토사방지망 ,-1,"30,000"
토시 발토시방수 ,39,"4,400"
토시꽃무늬 ,20,"4,000"
토시면 ,36,"2,000"
토시방수청색 ,74,"3,000"
토시송학고급 ,188,"2,000"
토이락20T핑크색 ,,"4,500"
토이락8T핑크색 ,250,"2,000"
톤백1톤100*100*150*대우 ,,"15,000"
톤백500중고*로프식*래 ,263,"7,000"
톤백500중고*벨트식*래 ,15,"7,000"
톤백물막이용90*90*105*500kg ,360,"6,000"
톤백물막이용90*90*130*750kg ,177,"8,000"
톱999손잡이나무 ,22,"10,000"
톱가방세트3P구주 ,2,"20,000"
톱걸꾸리 ,1,"9,000"
톱교체식조 ,-9,"8,000"
톱꼬리톱*한서 ,11,"7,000"
톱꼬리톱말표 ,20,"14,000"
톱꼬리톱말표교체날210 ,9,"8,000"
톱꼬리톱일제 ,,"15,000"
톱날교체식265 ,13,"5,000"
톱날교체식300 ,55,"5,000"
톱날교체식330화신 ,52,"6,000"
톱날교체식하가리265 ,52,"6,000"
톱날교체식하가리300 ,150,"7,000"
톱날타지마교체식265 ,59,"7,500"
톱날타지마교체식300 ,109,"8,000"
톱날타지마교체식330 ,69,"8,500"
톱만능톱3 ,10,"8,000"
톱목수톱 ,-10,"8,000"
톱쇠톱손잡이 ,15,"1,000"
톱스텐 ,8,"8,000"
톱실톱다용도3단 ,3,"7,000"
톱실톱다용도날 ,10,"4,000"
톱자루교체식대건DG703 ,6,"6,000"
톱자루교체식대건DG706권총형 ,16,"6,000"
톱자루적색짧은것제우스 ,-1,"6,000"
톱즐4삼익 ,19,"7,000"
톱즐5삼익 ,40,"8,000"
톱즐6삼익 ,14,"9,000"
"톱즐반달6""바코 ",9,"9,000"
톱즐반달즐10 ,10,"6,000"
톱즐반달즐12 ,10,"7,000"
"톱즐반원형줄10"" ",6,"5,500"
"톱즐반평줄10"" ",9,"5,000"
"톱즐사각6""바코 ",9,"7,000"
"톱즐삼각6""바코 ",9,"8,000"
톱즐손잡이 ,,"4,000"
"톱즐원형6""바코 ",3,"9,000"
"톱즐평10"" ",9,"5,000"
"톱즐평12"" ",8,"6,000"
톱집200 ,-9,"4,000"
톱집313 ,17,"8,000"
톱커브톱330정의 ,10,"10,000"
통비니루통0.08* 90신재튜브 ,,"50,000"
통비니루통0.08*120신재튜브 ,3,"72,000"
통비니루통0.08*150신재튜브 ,2,"86,000"
통비니루통0.08*180신제튜브 ,2,"108,000"
통비니루통0.1* 90cm신재 ,,"72,000"
통비니루통0.1*120cm신재 ,4,"97,000"
통비니루통0.1*150cm신재 ,2,"108,000"
통비니루통0.1*180cm신재 ,2,"127,000"
통신경고테이프20 ,1,"33,000"
통풍기(바람개비)망달린것 ,22,"8,000"
통풍기(벤취레다)알미늄100*125 ,19,"31,000"
통풍기(벤취레다)알미늄150 ,7,"31,000"
통풍기(벤취레다)알미늄200 ,9,"35,000"
통풍기(벤취레다)알미늄250 ,3,"49,500"
통풍기(벤취레다)알미늄300 ,4,"55,000"
통풍기바람개비 ,,
퇴수가랑 ,495,"2,000"
투광기250메탈안전기 ,6,"18,000"
투광기갓 ,29,"6,000"
투광기등받침대 ,6,"33,000"
투광기본체 ,,"11,000"
투광기안전기250메탈할라드전구 ,,"13,000"
투광기안전기부착16확산롱벤다 ,9,"27,000"
투광기유리 ,3,"3,000"
투광기조(전구별도) ,14,"18,000"
투광기조*소*전구별도 ,6,"13,000"
투망(대) ,1,"50,000"
투망(중) ,1,"45,000"
투명고압150*20M ,,"517,000"
투명고압호수16*20 ,2,"43,000"
투명고압호수19*30 ,3,"62,000"
투명고압호수25*50 ,2,"110,000"
투명고압호수32*50 ,1,"135,000"
투명고압호수38*50 ,1,"190,000"
투명고압호수50*50 ,1,"250,000"
투명고압호수M*19 ,8,"3,000"
투명고압호수M*25 ,50,"3,500"
투명고압호수M*32 ,-3,"5,000"
투명고압호수M*38 ,21,"6,000"
투명고압호수M*50 ,19,"8,000"
투수블럭200각m2당*25장 ,172,"24,000"
트렌치160*1000*양구P ,4,"85,000"
트렌치160*1000*양구스텐 ,6,"135,000"
트렌치육가 70*300하부 ,21,"14,000"
트렌치육가100*500 ,6,"53,000"
트렌치육가110*500*50파이해리 ,5,"30,000"
트렌치육가80*500하부 ,,"30,000"
트렌치육가80*700센타 ,1,"38,000"
티100 K ,21,"6,000"
티100*50 ,43,"4,000"
티100*65 ,7,"4,000"
티100*75 ,103,"4,000"
티125 K ,28,"9,000"
티125*100 ,4,"7,000"
티150 K ,3,"15,000"
티150*100 ,18,"9,000"
티200 ,2,"21,000"
티200*100 ,,"45,000"
티250 ,7,"75,000"
티300 ,5,"77,000"
티300*100 ,,"12,000"
티50k ,13,"1,500"
티65 K ,25,"1,800"
티65*50 ,24,"2,000"
티75 K ,108,"2,500"
티75*50 ,47,"2,500"
티75*65 ,9,"3,000"
티복스150*12 ,8,"4,000"
티복스200* 7*200 ,7,"3,500"
티복스200* 8*200 ,8,"3,500"
티복스200* 9*200 ,15,"4,000"
티복스200*10*200 ,14,"4,000"
티복스200*11*200 ,14,"4,000"
티복스200*12*200 ,18,"5,000"
티복스200*13*200 ,11,"6,000"
티복스200*14*200 ,8,"6,000"
티복스300*12*300 ,,"6,000"
티복스300*13*300 ,,"6,000"
티복스300*14*300 ,,"6,000"
티비 ,,"550,000"
티자쇠3 ,792,100
티자쇠4 ,-46,300
티자쇠5 ,146,400
티자쇠7 ,70,500
틱복스4*200 ,-2,"5,000"
파괴함마손잡이 ,,"24,000"
파라솔2단 ,-4,"40,000"
파라솔2단*꺽임 ,2,"45,000"
파라솔받침수지원형13㎏ ,1,"30,000"
파라솔받침수지원형8㎏ ,1,"25,000"
파란청소기 ,1,"15,000"
파란통운반구110 ,1,"33,000"
파란통운반구75 ,1,"31,000"
파란통청통110L ,-1,"24,000"
파란통청통35L ,10,"14,000"
파란통청통55L ,11,"16,000"
파란통청통75L ,5,"20,000"
파리끈끈이 ,19,"1,000"
파리발칼라나비 ,,"17,000"
파리발투명 ,11,"15,000"
파리채 ,87,"1,000"
파리채*건전식대 ,10,"9,000"
파리채*전자충전식특대 ,11,"10,000"
파워서플라이 ,-2,"75,000"
파워청소기 ,,"30,000"
파워청소기*청주 ,1,"30,000"
파워터치 ,19,"7,000"
파워풀러270 ,1,"32,000"
파워풀러2톤 ,2,"35,000"
파워풀러4톤 ,2,"50,000"
파이솔 ,9,"2,000"
파이솔대 ,7,"2,000"
파이프갓다PC-42공성 ,1,"69,000"
파이프갓다PC-60공성 ,1,"89,000"
파이프렌지08 ,31,"9,000"
파이프렌지10 ,10,"10,000"
파이프렌지12 ,5,"12,000"
파이프렌지14 ,7,"14,000"
파이프렌지18 ,3,"20,000"
파이프렌지알미늄14kdy ,3,"22,000"
파이프렌지알미늄18kdy ,4,"38,000"
파이프렌지알미늄24kdy ,2,"51,000"
파일캡350~400겸 ,,"1,000"
파종기다용도*콩 옥수수 비료 ,6,"27,000"
파트너벨트 ,-6,"15,000"
파트너임대료 ,-70,"70,000"
"파티션보오미750*1850(봉,부속) ",4,"120,000"
파티션봉 ,4,"10,000"
파티션부속*봉포함 ,11,"29,000"
파형강관300*6m ,,"320,000"
파형강관500*6m ,,"370,000"
파형강관600*6M ,,"585,000"
판넬 ,,"15,000"
판넬50*2.7 ,,"27,000"
판넬J찬넬1*01화이트박스 ,,"100,000"
판넬걸이쇠 ,,"1,000"
판넬검정기본후레싱 ,,"4,500"
판넬검정스톤75T카바 ,,"8,000"
판넬검정스톤기본후레싱120*3 ,,"4,500"
판넬검정스톤선홈통 ,,"8,500"
판넬검정스톤엘보IN ,,"2,500"
판넬검정스톤옆마개 ,,"1,500"
판넬검정스톤잡이쇠 ,,800
"판넬날4""MHC검정S자 ",1,"10,000"
"판넬날4""편한손4도 ",8,"9,000"
판넬날4*검정십자 ,,"14,000"
판넬날4*검정이도 ,,"11,000"
판넬날4*빨강이도 ,9,"5,000"
"판넬날7""검정4도십자 ",5,"28,000"
판넬날7*검정이도 ,,"14,000"
판넬날7*빨강이도 ,3,"9,000"
"판넬날원형4""*태성 ",9,"15,000"
"판넬날원형7""*태성 ",4,"30,000"
판넬동색선홈통035*300 ,5,"8,000"
판넬동색엘보 ,-23,"2,500"
판넬동색옆마개 ,,"1,200"
판넬동색잡이쇠 ,,"1,500"
판넬동색카바150T*4M ,,"17,000"
판넬동색카바50T*250 ,-10,"14,000"
판넬문 900*2100 ,-5,"165,000"
판넬문1000*2100 ,-3,"165,000"
판넬문1800*2100양개문 ,-1,"350,000"
판넬바이스 ,8,"38,000"
판넬박공후레싱100*3 ,,"10,800"
판넬부속 ,-40,"13,000"
판넬아웃코너100*100 ,-8,"10,400"
판넬엠바50*3M ,,"13,000"
판넬의자베이스100 ,19,"11,700"
판넬인코너40*40*3m ,3,"3,000"
판넬천정재T4*01화이트*박스 ,,"100,000"
판넬카바100T ,-9,"7,500"
판망 ,-100,"35,000"
판자마감재19*140 ,50,"23,000"
판자마감재19*184 ,28,"33,000"
판자마감재19*235 ,23,"36,000"
판자마감재19*285 ,11,"49,000"
판자마감재19*90 ,111,"16,000"
패닉디바이스AED-3000엔젤 ,,"210,000"
팬턴미니우신WS006-인스파이어 ,9,"12,000"
팬히터 ,2,"55,000"
페이트마카적색 ,74,"1,200"
페이트말검정 ,-1,"90,000"
페인트 ,-34,"40,000"
페인트광명단오렌지색4ℓ알키드 ,,"72,000"
페인트국방색4ℓ ,,"40,000"
페인트니스우레탄바니쉬*1L ,2,"15,000"
페인트니스우레탄바니쉬*4L ,3,"51,500"
페인트도로용노란색(18ℓ) ,,"173,000"
페인트도로용백색(18ℓ) ,,"145,000"
페인트도로용백색4ℓ ,1,"45,000"
페인트도로용황색4ℓ ,-1,"49,000"
페인트도로용흑색4ℓ ,-1,"38,000"
페인트마카모나미 ,-234,"1,400"
페인트마카문화 ,388,"1,400"
페인트물마그마회색18L옥상방수 ,,"154,000"
페인트물마그마회색4L옥상방수 4ℓ,1,"45,000"
페인트방청7200*1ℓ오렌색 ,5,"22,000"
페인트방청속건프라이머적색4L ,3,"30,000"
페인트빈통프라스틱20L ,,
페인트빨래판 ,32,"2,500"
페인트색소*갈색 ,2,"4,000"
페인트색소*녹색 ,5,"4,500"
페인트색소*철황색 ,1,"4,000"
페인트색소*특남색 ,2,"4,000"
페인트색소*특적색 ,5,"5,000"
페인트색소*특황색 ,1,"4,000"
페인트색소*흑색 ,9,"4,000"
페인트수성내부백색18L*프리미엄 ,2,"79,000"
페인트수성내부백색4L*포리마 ,8,"22,000"
페인트수성외부백색18L*프리엄친 ,2,"107,000"
페인트수성외부백색1L*포리마 ,3,"11,000"
페인트수성외부백색4L*포리마 ,2,"30,000"
페인트에나멜1L갈색*1L ,6,"14,000"
페인트에나멜1L나무색*1L ,5,"15,000"
페인트에나멜1L남*1L ,,
페인트에나멜1L녹색*1L ,3,"14,000"
페인트에나멜1L백색*1L ,4,"14,000"
페인트에나멜1L백색*1L무광 ,6,"14,000"
페인트에나멜1L연청색*1ℓ ,5,"16,000"
페인트에나멜1L적색*1L ,5,"17,000"
페인트에나멜1L황색*1L ,3,"19,000"
페인트에나멜1L회색*1L ,6,"14,000"
페인트에나멜1L흑색*1L ,3,"14,000"
페인트에나멜1L흑색*1L무광 ,6,"14,000"
페인트에나멜4L갈색*4L ,2,"42,000"
페인트에나멜4L나무색*4L ,2,"54,000"
페인트에나멜4L남색*4L ,3,"52,000"
페인트에나멜4L녹색*4L ,4,"52,000"
페인트에나멜4L백색*4L ,3,"53,000"
페인트에나멜4L연청색*4ℓ ,5,"46,000"
페인트에나멜4L적색*4L ,4,"46,000"
페인트에나멜4L황색*4L ,5,"65,000"
페인트에나멜4L회색4L ,3,"47,000"
페인트에나멜4L흑색*4L ,3,"44,000"
페인트은분0.9L ,5,"19,000"
페인트은분3.7L ,7,"35,000"
페인트징크프라이마적색1L ,,"14,000"
페인트통사각 ,31,"3,000"
페인트통원형 ,49,"2,500"
페인트통프라스틱20L ,35,"7,500"
편백루바12자중산 ,5,"68,000"
편백히노끼루바13자 ,89,"89,000"
편백히노끼루바8자9.5 ,131,"47,000"
편심100 ,3,"10,000"
편심150 ,10,"13,000"
편심200 ,20,"15,000"
편심250 ,8,"17,000"
편심30 ,110,"4,500"
편심300-400 ,6,"28,000"
편심3전무파괴 ,138,"4,500"
편심50 ,124,"5,000"
편심붓싱150*100오수받이허가용 ,8,"9,000"
편심이경소켓150*100 ,2,"11,000"
평면회전핸들KA-620-1KV ,6,"32,000"
"평와샤10*500개(3/8"") ",-1,"10,000"
평와샤5(3/16)* ,5,"5,000"
평와샤6*1000개 ,"2,009","10,000"
"평와샤8*1000개(16/5"") ","5,871","8,000"
평와샤개당10 ,"3,791",30
"평와샤개당12(1/2"") ","3,388",50
평와샤개당12*1/2 ,"1,968",50
평와샤개당14 ,741,100
"평와샤개당16(5/8"") ",502,110
평와샤개당18 ,"1,052",100
평와샤개당20(4/3) ,811,150
"평와샤개당22(7/8"") ","1,697",200
"평와샤개당24(1"") ","1,519",200
평와샤개당27 ,-506,130
평와샤개당4 ,"5,025",10
평와샤개당5 ,"1,762",10
"평와샤개당6*1/4"" ","-3,691",10
평와샤개당8 ,"-1,005",20
평와샤봉지4*1000개 ,5,"6,000"
평와샤스텐12 ,,100
평와샤스텐16 ,-160,100
평와샤스텐20 ,,160
평와샤스텐8/3 ,"1,500",40
평와샤스텐8/3*10 ,"-1,530",40
평철 100*100사각 ,100,"1,000"
평철 30*48중 ,600,200
평철 44mm*72mm특대 ,158,400
평철 60*150 ,36,"1,000"
평철 60*75왕대 ,378,500
평철 60mm*100mm*100개 ,204,700
평철스텐20*40*대 ,,300
평철스텐30*48중 ,-1,200
평철스텐40*60특대 ,-26,400
평철스텐60*80왕대 ,-13,600
"평컵스텐브러쉬4"" ",40,"5,000"
"평컵철브러쉬4"" ",85,"2,500"
평판철3.2T*500*6M ,-18,"15,000"
평판철6.0T*500*6M ,-2,"18,000"
평함석 ,29,"13,000"
포맥스1T900*1800 ,1,"32,000"
포맥스1T900*600 ,8,"11,000"
포스터1800*900 ,1,
포스터900*600 ,8,
포승줄 ,-7,
포인트사각뿔 ,-10,"4,000"
포인트펀치 ,-5,"5,000"
포장발포지0.5*1000*600M ,,"56,000"
포장발포지0.5*1200*600M ,,"67,000"
포장발포지0.5*1500*600M ,,"84,000"
포장발포지1*1M*300M보양지 ,,"60,000"
포장발포지2*1M*150M보양지 ,9,"60,000"
포장발포지3*1M*100M보양지 ,,"60,000"
포크레인 ,-25,
포터센서 ,-1,"45,000"
폴대2단SP-2200 ,29,"20,000"
폴대4단-5M ,1,"195,000"
폼건M3영진 ,28,"15,000"
폼건z-1004n제스트 ,28,"17,000"
폼건피셔K3 ,8,"38,000"
폼본드B2* ,40,"9,000"
퐁퐁말 ,-6,"10,000"
푸시업바 ,-1,
프라스틱의자 청 적색 ,84,"6,600"
프라이마*아스콘18테라코ℓ ,14,"52,000"
프라이머MC우레탄용4L콘크리트접 ,1,"40,000"
프라이머코레실4L ,14,"40,000"
프로파일문지방 ,,"5,000"
플라스틱 등받이의자 ,,"15,500"
플라이어레니지크닉펙스 ,-1,"103,000"
플라이어절연다목적크닉펙스 ,,"95,000"
플렌지 ,2,"16,000"
피대차녹색소(우레탄바퀴)무소음 ,,
피대차녹색중(우레탄바퀴)무소음 ,2,"71,000"
피대차대(900*600) ,2,"106,000"
피대차소(750*480) ,7,"51,000"
피대차중(850*534) ,2,"73,000"
피렛침50 ,-1,"3,000"
피뢰침100*동봉*접지봉 ,11,"10,000"
피뢰침50*동봉*접지봉 ,10,"7,000"
피막양생제 ,-1,"51,000"
피망양생재 ,-42,"32,000"
피브시100ØKS동서 ,94,"29,000"
피브시100ØKS평화 ,35,"36,000"
피브시125ØKS홍일 ,9,"55,000"
피브시150ØKS홍일 ,12,"75,000"
피브시200ØKS홍일 ,8,"118,000"
피브시250홍일 ,1,"180,000"
피브시300vg2 ,2,"297,000"
피브시35지하수A ,19,"7,500"
피브시50ØKS평화 ,25,"9,800"
피브시65ØKS평화 ,14,"17,600"
피브시75ØKS평화 ,46,"19,500"
피브시수도산업100수도산업 ,,"31,000"
피브시수도산업50수도산업 ,,"10,000"
피브시수도산업75수도산업 ,,"22,500"
피브시십자티100회색 ,4,"8,000"
피브시역류방지소켓도원 ,,"43,000"
피브시이중벽관150*6M ,,"48,000"
피브시이중벽관150고무링 ,,"1,000"
피브시이중벽관150엘 ,,"14,000"
피브시이중벽관300*6M ,,"165,000"
피브시주철카프링100노허브 ,26,"5,000"
피브시주철카프링125노허브 ,7,"7,700"
피브시주철카프링150노허브 ,4,"12,000"
피브시주철카프링200노허브 ,3,"15,000"
피브시주철카프링50노허브 ,28,"3,000"
피브시주철카프링65노허브 ,6,"3,000"
피브시주철카프링75노허브 ,16,"4,000"
피브시캡100 ,-2,"2,500"
피브시캡125 ,5,"22,000"
피브시캡150 ,2,"7,800"
피브시캡200 ,2,"27,000"
피브시캡250 ,2,"32,000"
피브시캡300 ,,"39,000"
피브시파이프캡임시100 ,82,"1,500"
피브시파이프캡임시50 ,25,"1,000"
피브시파이프캡임시75 ,39,"1,300"
피비원스프레이600mm ,16,"3,000"
피비파이캡650㎖ ,,
피비파이캡리필1000㎖ ,5,"8,000"
피삽*눈삽 ,90,"5,000"
피삽날 ,41,"3,000"
피삽날스텐녹색 ,30,"10,000"
피삽날스텐녹색*나무자루 ,15,"12,000"
피삽날스텐녹색*알미늄자루 ,15,"13,000"
피삽노랑색고급스텐 ,21,"9,000"
피삽보라색 ,9,"6,000"
피삽자루 ,21,"3,000"
피셔매거진드릴 ,1,"390,000"
피셔충전드릴14.4 ,1,"120,000"
피스 ,-31,100
피스1 ,"-1,098",
피스4*100 ,1,"8,000"
피스4*12 ,27,"2,500"
피스4*16 ,22,"5,000"
피스4*20 ,27,"5,000"
피스4*25 ,17,"5,000"
피스4*32 ,15,"5,000"
피스4*38 ,33,"5,000"
피스4*50 ,16,"5,000"
피스4*65 ,1,"5,500"
피스4*75 ,16,"6,000"
피스레트10자 ,,"17,000"
피스레트6자 ,,"13,000"
피스레트7자 ,-15,"15,000"
피스레트8자 ,-15,"16,000"
피스백F1종3*12 ,"2,000",8
피스복KD-011*안전복 ,,
피스복투피스페인트복*별대 ,3,"21,000"
피스복투피스페인트복*특대 ,3,"12,000"
피스스틸하우스PW8*20*500개 ,10,"11,000"
피스스틸하우스PW8*25(500개) ,6,"12,000"
피스아답터(석고용) ,24,"4,000"
피스콘테바닦용FH14*50 ,1,"142,500"
피아노선0.5 ,,"58,000"
피아노선0.8*3.5키로 ,1,"58,000"
피아노선1.0 ,,"71,000"
피아노정첩1.0T*30*1000 ,1,"23,000"
피이63*25소켓 ,,"8,000"
피이63*50M ,,"207,500"
피이63T63*25 ,,"12,000"
피이63소켓 ,,"8,000"
피이63조임플러그 ,,"10,500"
피이배수로200 ,35,"9,000"
피이배수로300 ,59,"11,000"
피이배수로400 ,,"15,000"
피이배수로말뚝 ,375,"1,000"
피이수도16*100 ,1,"90,000"
피이수도20*100 ,4,"127,000"
피이수도25*100 ,3,"174,000"
피이수도30*100 ,5,"258,000"
피이수도40*50 ,1,"195,000"
피이수도50*50 ,3,"238,000"
피이수도65*40 ,3,"348,000"
피이수도75*50 ,,"445,000"
피이수도발브16 ,20,"1,500"
피이수도발브20 ,10,"2,000"
피이수도발브25 ,36,"2,500"
피이수도발브30 ,22,"3,000"
피이수도발브40 ,12,"4,000"
피이수도발브50 ,10,"5,000"
피이수도발브65 ,,"9,600"
피이수도발브75 ,,"13,000"
피이수도볼밸브15 ,19,"6,000"
피이수도볼밸브20 ,12,"6,000"
피이수도볼밸브25 ,10,"7,000"
피이수도볼밸브30 ,14,"8,000"
피이수도볼밸브40 ,12,"10,000"
피이수도볼밸브50 ,14,"12,000"
피이수도볼밸브75 ,2,"70,000"
피이수도소켓100 ,2,"30,000"
피이수도소켓100*50 ,1,"20,000"
피이수도소켓100*65 ,1,"22,000"
피이수도소켓100*75 ,4,"25,000"
피이수도소켓15 ,23,"2,000"
피이수도소켓20 ,28,"2,500"
피이수도소켓20*15 ,4,"3,000"
피이수도소켓25 ,18,"3,000"
피이수도소켓25*15 ,17,"3,000"
피이수도소켓25*20 ,10,"3,000"
피이수도소켓30 ,16,"4,000"
피이수도소켓30*15 ,27,"4,000"
피이수도소켓30*20 ,24,"4,000"
피이수도소켓30*25 ,15,"4,000"
피이수도소켓40 ,13,"6,000"
피이수도소켓40*15 ,11,"6,000"
피이수도소켓40*20 ,17,"6,000"
피이수도소켓40*25 ,28,"6,000"
피이수도소켓40*30 ,8,"6,000"
피이수도소켓50 ,10,"7,000"
피이수도소켓50*15 ,5,"7,000"
피이수도소켓50*20 ,26,"7,000"
피이수도소켓50*25 ,21,"7,000"
피이수도소켓50*30 ,10,"7,000"
피이수도소켓50*40 ,9,"7,000"
피이수도소켓65 ,6,"10,000"
피이수도소켓65*50 ,5,"14,000"
피이수도소켓75 ,5,"14,000"
피이수도소켓75*50 ,5,"17,000"
피이수도소켓75*65 ,3,"17,000"
피이수도신주발브16 ,14,"4,000"
피이수도신주발브20 ,15,"5,000"
피이수도신주발브25 ,14,"7,000"
피이수도신주발브30 ,6,"9,000"
피이수도신주발브40 ,16,"15,000"
피이수도신주발브50 ,11,"18,000"
피이수도신주발브75 ,1,"36,000"
